"INDEX"	"TT?(Y/N/MB/NA)"	"MACAQUE?(Y/N/MB/NA)"	"TC_OR_CT?(Y/N/MB/NA)"	"RELEVANT?(Y/N/MB/NA)"	"REVIEW(Y/N)"	"READ_BY(A/D/R)"	"COMMENT"	"DOI"	"PMID"	"PMCID"	"FULL_TEXT_URL"	"PDF_URL"	"TITLE"	"ABSTRACT"	"KEYWORDS"
509	"Y"	"Y"		"Y"		"D/A"	"Viral tracer used"	"10.1073/pnas.0810682106"	19193857	"PMC2650169"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2650169/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2650169/pdf/zpq2407.pdf"	"Efficient gene therapy-based method for the delivery of therapeutics to primate cortex"	"Transduction of the primate cortex with adeno-associated virus AAV-based gene therapy vectors has been challenging because of the large size of the cortex We report that a single infusion of AAV vector into thalamus results in widespread expression of transgene in the cortex through transduction of widely dispersed thalamocortical projections This finding has important implications for the treatment of certain genetic and neurodegenerative diseases"	"adeno-associated viral vector; cortex; gene delivery; thalamocortical"
1221	"Y"	"Y"	"Y"	"Y"		"D"		"10.1016/0306-4522(90)90242-v"	1711168		"https://linkinghub.elsevier.com/retrieve/pii/030645229090242V"	"://linkinghub.elsevier.com/"	"Segregation and heterogeneity of thalamic cell populations projecting to superficial layers of posterior parietal cortex: A retrograde tracer study in cat and monkey"	"The thalamic neurons projecting to the superficial layers of areas  and  in the cat and area  in the monkey were investigated by using superficial deposits of either horseradish peroxidase or Fast Blue in one hemisphere In the contralateral hemisphere injections of the same tracer involving the full cortical depth were made in homotopical locations and the distribution and soma size of retrogradely labeled thalamocortical neurons in each side of the thalamus were compared It was found that in the cat labeled neurons in the lateral posterior-pulvinar complex and in paralaminar regions of the ventrolateral complex were fewer in number and smaller in size in cases of superficial deposits than in cases of deep injection In more lateral portions of the ventrolateral complex however there were no size differences In the monkey similar differences in number and size appeared in the caudal division of the ventrolateral complex and in the lateral posterior and pulvinar nuclei whereas no such differences were found for neurons labeled in the oral and medial divisions of the ventrolateral complex and in the ventral posteroinferior nucleus In all cases the intralaminar and midline nuclei exhibited retrogradely labeled neurons only when deep layers were injected These and previous findings point to the existence of a widely distributed layer I-projecting system of neurons which in most nuclei are interspersed among neurons projecting mainly to middle or deep layers In some nuclei however as is the case with the ventromedial nucleus proper layer I-projecting system neurons would make up the whole nucleus The cell groups located in a paralaminar position which would be but a part of this system could provide through their projections to layer I in the posterior parietal and frontal cortical regions a final path for recruiting responses and spontaneous spindling activities"	"AmT; nucleus anteromedialis thalami; Cd; nucleus centralis densocellularis; CeM; nucleus centralis medialis; Ci; nucleus centralis inferior; CL; nucleus centralis lateralis; Cm; nucleus centromedianum; CSL; nucleus centralis superior lateralis; GSs; gyrus suprasylvianus; HRP; horseradish peroxidase; LD; nucleus lateralis dorsalis; Li; nucleus limitans; LI; lateral intermediate complex; LIC; nucleus lateralis intermedius; pars caudalis; LIO; nucleus lateralis intermedius; pars oralis; LIPS; layer I-projecting system; LP; nucleus lateralis posterior; MD; nucleus medialis dorsalis; Pc; nucleus paracentralis; Po; posterior nuclear complex; PoM; nucleus posterior; pars medialis; PPC; posterior parietal cortex; Pul; pulvinar; PulL; nucleus pulvinar lateralis; PulM; nucleus pulvinar medialis; PulO; nucleus pulvinar oralis; Re; nucleus reuniens; VA; nucleus ventralis anterior; VApl; nucleus ventralis anterior; pars paralaminaris; VL; ventral lateral complex; VLC; nucleus ventralis lateralis; pars caudalis; VLM; nucleus ventralis lateralis; pars medialis; VLO; nucleus ventralis lateralis; pars oralis; VLpl; nucleus ventralis lateralis; pars paralaminaris; VLPs; nucleus ventralis lateralis; pars postrema; Vm; nucleus ventromedialis; VPi; nucleus ventralis posterior inferior; VPlC; nucleus ventralis posterolateralis; pars caudalis; VPlO; nucleus ventralis posterolateralis; pars oralis;"
335	"Y"	"Y"	"Y"	"Y"		"D"	"calcium-binding protein immunoreactivity; Auditory thalamocortical pathways; "	"10.1002/cne.903620203"	8576432		"https://onlinelibrary.wiley.com/doi/10.1002/cne.903620203"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.903620203"	"Auditory thalamocortical pathways defined in monkeys by calcium-binding protein immunoreactivity"	"This study investigated differentiation of Macaca fuscata auditory thalamus into chemically defined nuclei forming relays to auditory cortical areas The thalamus was stained immunocytochemically for parvalbumin and  kDa calbindin in normals and in brains in which retrogradely transported tracers were injected into middle layers of auditory cortical areas or applied to the cortical surface Parvalbumin- and calbindin-immunoreactive cells show a complementary distribution in ventral anterodorsal post and magriocellular medial geniculate nuclei The ventral nucleus has a high density of parvalbumin cells and few calbindin cells and the anterodorsal nucleus has a high density of parvalbumin cells and moderate numbers of calbindin cells Both nuclei have a dense parvalbumin-immunoreactive neuropil formed by terminations of fibers ascending in the brachium of the inferior colliculus The posterodorsal nucleus has approxi mately equal proportions of parvalbumin and calbindin cells neuropil staining is weak but contains terminations of calbindin-immunoreactive fibers ascending in the midbrain tegmenturn The magnocellular nucleus contains domains of parvalbumin and calbindin cells Parvalbumin cells in the ventral nucleus project to a central core of auditory cortex with densest parvalbumin immunoreactivity Those in anterodorsal and posterodorsal nuclei project to surrounding auditory fields with less dense parvalbumin immunoreactivity those in the magnocellular nucleus project widely to auditory and other fields Injections of middle cortical layers label a large majority of parvalbumin cells in the ventral anterodorsal or posterodorsal nuclei and in the magnocellular nucleus Superficial deposits label calbindin cells only usually in more than one nucleus implying a widespread projection system  Wiley-Liss Inc"	
27	"Y"	"Y"	"Y"	"Y"		"D/A"	"focus is not TC connectivity"	"10.1016/0006-8993(76)90424-8"	816421		"https://linkinghub.elsevier.com/retrieve/pii/0006899376904248"	"://linkinghub.elsevier.com/"	"Thalamic projections from the precentral motor cortex inMacaca fascicularis"	"Radioactive amino acids were injected into area  in  monkeys Macaca fascicularis Ipsilateral corticothalamic projections were traced to Olszewskis nucleus ventralis lateralis pars oralis and pars medialis the nucleus ventralis posterior lateralis pars oralis the nucleus ventralis posterior medialis and inferior and to the nucleus reticularis Some fibers appeared to terminate in the ipsilateral nucleus ventralis lateralis pars caudalis the nucleus lateralis posterior and the nucleus subthalamicus A bilateral representation was found in the nucleus centrum medianum possibly in the paracentralis-centralis lateralis complex and in the paralamellar portion of the nucleus medialis dorsalis The contralateral labeling was due to fibers crossing via the massa intermedia and was most intense in the cases following injections into the motor face region A somatotopic arrangement was clearly present in the nucleus ventralis lateralis pars oralis the nucleus ventralis posterior lateralis pars oralis and the nucleus ventralis posterior medialis The origin of the projections to the nucleus ventralis posterior medialis needs further clarification"	
248	"Y"	"Y"	"Y"	"Y"		"D"		"10.1523/jneurosci.04-02-00539.1984"	6199485	"PMC6564912"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564912/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6564912/pdf/jneuro_4_2_539.pdf"	"The origin of thalamic inputs to the arcuate premotor and supplementary motor areas"	"We have used retrograde transport of wheat germ agglutinin conjugated to horseradish peroxidase to examine the origin of thalamic input to the two premotor areas with the densest projections to the motor cortex the arcuate premotor area APA and the supplementary motor area SMA Retrograde transport demonstrated that the two premotor areas and the motor cortex each receive thalamic input from separate cytoarchitectonically well defined subdivisions of the ventrolateral thalamus According to the nomenclature of Olszewski Olszewski J  The Thalamus of the Macaca mulatta An Atlas for Use with the Stereotaxic Instrument S Karger AG Basel input to the APA originates largely from area X input to the SMA originates largely from the pars oralis subdivision of nucleus ventralis lateralis VLo and that to the motor cortex originates largely from the pars oralis subdivision of nucleus ventralis posterior lateralis VPLo These observations when combined with prior studies on the termination of various subcortical efferents in the thalamus lead to the following scheme of connections  rostral portions of the deep cerebellar nuclei project to the motor cortex via VPLo  caudal portions of the deep cerebellar nuclei project to the APA via area X and  the globus pallidus projects to the SMA via VLo Thus each thalamocortical pathway is associated with a distinct subcortical input"	
100	"Y"	"Y"	"Y"	"Y"		"D"	"TT; Thalamic connections of the core auditory cortex and rostral supratemporal plane in the macaque monkey"	"10.1002/cne.24283"	28685822	"PMC6370318"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6370318/"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6370318/pdf/nihms-1515935.pdf"	"Thalamic connections of the core auditory cortex and rostral supratemporal plane in the macaque monkey"	"In the primate auditory cortex information flows serially in the mediolateral dimension from core to belt to parabelt In the caudorostral dimension stepwise serial projections convey information through the primary rostral and rostrotemporal AI R and RT core areas on the supratemporal plane STP continuing to the rostrotemporal polar area RTp and adjacent auditory-related areas of the rostral superior temporal gyrus STGr and temporal pole In addition to this cascade of corticocortical connections the auditory cortex receives parallel thalamocortical projections from the medial geniculate nucleus MGN Previous studies have examined the projections from MGN to auditory cortex but most have focused on the caudal core areas AI and R In this study we investigated the full extent of connections between MGN and AI R RT RTp and STGr using retrograde and anterograde anatomical tracers Both AI and R received nearly  of their thalamic inputs from the ventral subdivision of the MGN MGv the primarylemniscal auditory pathway By contrast RT received only  from MGv and an equal share from the dorsal subdivision MGd Area RTp received  of its inputs from MGv but received additional inputs from multisensory areas outside the MGN  in RTp versus - in core areas The MGN input to RTp distinguished this rostral extension of auditory cortex from the adjacent auditory-related cortex of the STGr which received  of its thalamic input from multisensory nuclei primarily medial pulvinar Anterograde tracers identified complementary descending connections by which highly processed auditory information may modulate thalamocortical inputs"	"rhesus; primate; medial geniculate; pulvinar; thalamus; corticothalamic; RRID AB; RRID AB; RRID AB; RRID AB"
67	"Y"	"Y"	"Y"	"Y"		"D"		"10.1002/cne.901780302"	418081		"https://onlinelibrary.wiley.com/doi/10.1002/cne.901780302"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.901780302"	"Thalamic projections to S-I in macaque monkey †"	"The organization of thalamic input to functionally characterized zones in primary somatosensory cerebral cortex S-I of macaque monkeys Macaca mulatta was investigated using the method of labelling by retrograde transport of horseradish peroxidase HRP It was found that the cell columns positioned at the posterior margin of the band of cortex representing a given body region receive thalamic input from a posterior level of the ventroposterior thalamic nucleus VP and that cell columns at successively more anterior positions within that band receive input from successively more anterior levels of VP The extreme posterior and anterior margins of the S-I hand foot and face areas receive input from neuron populations which are not as widely separated in the anteroposterior dimension of VP as the neurons projecting to the extreme anterior and posterior margins of the proximal limb and trunk representations in S-I These characteristics of the organization of the projections from VP to S-I are consistent with the view that the body representations in VP and S-I have the same connectivity and differential submodality distribution and with the idea that thalamocortical connections only exist between functionally equivalent neuron populations in VP and S-I"	
405	"Y"	"Y"	"Y"	"NA"		"D"	"An anatomical study was also carried out on the T-C projections from the motor thalamic subdivisions in monkeys using autoradiography"	"10.1007/978-1-4615-0179-4_44"			"https://link.springer.com/chapter/10.1007/978-1-4615-0179-4_44"		"Superficial and Deep Thalamo-Cortical Projections from the Oral Part of RHE Ventral Lateral Thalamic Nucleus (VLo) Receiving Inputs to the Internal Pallidal Segment (GPi) and Cerebellar Dentate Nucleus in the Macaque Monkey"	"Superficial thalamo-cortical T-C responses were recorded in the lateral motor area and dorsal premotor area PMd following stimulation of the cerebellar dentate nucleus in monkeys Sasaki  These responses were also recorded in the motor area following pallidal stimulation Nambu et al   An anatomical study was also carried out on the T-C projections from the motor thalamic subdivisions in monkeys using autoradiography Nakano et al  The latter fmdings demonstrated that the basal ganglia territories of the motor thalamic subdivisions give rise to superficial T-C projections whereas the cerebellar territories give rise only to deep T-C projections Recent studies using modem axonal tracing techniques have reported a possible overlap of basal ganglia and cerebellar inputs in the thalamic subdivisions Rouiller et al  Sakai et al  We have reported that the lateral parts of the nucleus ventralis lateralis pars oralis VLo receive cerebellar afferents from the ventral part of the dentate nucleus Nakano et al  These keywords were added by machine and not by the authors This process is experimental and the keywords may be updated as the learning algorithm improves"	"Cerebellar Nucleus; Macaque Monkey; Thalamic Neuron; Biotinylated Dextran Amine; Thalamic Input;"
101	"Y"	"Y"	"N"	"Y"		"D"	"The reticular thalamic nucleus projects to the contralateral dorsal thalamus; connection within the thalamus"	"10.1016/0304-3940(93)90180-s"	7689715		"https://linkinghub.elsevier.com/retrieve/pii/030439409390180S"	"://linkinghub.elsevier.com/"	"The reticular thalamic nucleus projects to the contralateral dorsal thalamus in macaque monkey"	"This study demonstrates using the retrograde transport of horseradish peroxidase conjugated to the lectin wheat germ-agglutinin WGA-HRP that the reticular thalamic nucleus RE projects to the contralateral dorsal thalamus in macaque monkeys Retrogradely labeled neurons were found in the RE nucleus following WGA-HRP injections confined to the contralateral dorsal thalamus In light of the currently hypothesized role of the RE nucleus in the genesis of spindling rhythmicity during EEG-synchronized sleep this finding suggests that the RE nucleus contributes to the bilateral synchrony of spindle waves through its contralateral dorsal thalamic projection"	"Reticular thalamic nucleus; Dorsal thalamus; Contralateral projection;"
650	"Y"	"Y"	"Y"	"Y"		"D"		"10.1016/0006-8993(86)90469-5"	3002555		"https://linkinghub.elsevier.com/retrieve/pii/0006899386904695"	"://linkinghub.elsevier.com/"	"Do thalamic regions which project to rostral primate motor cortex receive spinothalamic input?"	"The purpose of this study was to examine whether spinal pathways terminate in regions of the primate thalamus which project directly to the motor cortex In order to examine this issue we employed a double labeling procedure which utilized transport of both anterograde and retrograde tracers in the same macaque One tracer substance was injected into the cervical spinal cord and the other was injected into the rostral zone of primary motor cortex We observed no overlap of spinothalamic terminations and thalamic regions which project to the motor cortex Thus our results provide no anatomical support for a direct thalamic relay of peripheral afferent input to the motor cortex of primates"	"spinothalamic tract; motor cortex; thalamus motor; direct relay of afferent input;"
44	"Y"	"Y"	"Y"	"Y"		"D"	"The thalamocortical connections of the superior temporal sulcus (STS) were studied by means of the WGA-HRP retrograde tracing technique"	"10.1002/cne.902820107"	2468699		"https://onlinelibrary.wiley.com/doi/10.1002/cne.902820107"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.902820107"	"Thalamic connections of the cortex of the superior temporal sulcus in the rhesus monkey"	"The thalamocortical connections of the superior temporal sulcus STS were studied by means of the WGA-HRP retrograde tracing technique The results indicate that the distribution of thalamic projections varies along the rostral-caudal dimension of the STS Thus the rostral portion of the upper bank receives input primarily from the medialmost portion of the medial pulvinar PM nucleus The middle region of the upper bank receives projections from medial and central portions of the PM nucleus and also from the oral pulvinar limitans suprageniculate medial geniculate and dorsomedial nuclei The cortex of the caudal portion of the upper bank has basically similar thalamic input however the projections from the PM nucleus originate in central and lateral portions Additionally there are projections from the lateral pulvinar PL ventroposterolateral central lateral parafascicular and paracentral nuclei In contrast to the dorsal bank the cortex of the ventral bank of the STS receives somewhat different and less extensive thalamic input The rostral portion of the lower bank receives projections only from the ventromedial sector of the PM nucleus whereas the middle portion of the lower bank receives projections from the PL and the inferior pulvinar nuclei as well as from the PM nucleus The upper bank of the STS on the basis of physiological and anatomical studies Jones and Powell  Seltzer and Pandya  Gross et al  Baylis et al  has been shown to contain multimodal areas The present data indicate that the multimodal region of the STS has a preferential relationship with the central sector of the PM nucleus"	
957	"Y"	"Y"	"Y"	"Y"		"D/A"		"10.1002/cne.20084"	15067722		"https://onlinelibrary.wiley.com/doi/10.1002/cne.20084"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.20084"	"Cortical connections of the lateral mediodorsal thalamus in cynomolgus monkeys"	"The prefrontal cortex has been defined as that cortical territory that has essential or sustaining connections with the mediodorsal MD nucleus of the thalamus Rose and Woolsey  Publ Assoc Res Nerv Ment Dis  However recent studies in the monkey have documented projections from MD to the more caudal agranular regions of the frontal cortex suggesting that the connections of MD may be characterized by a breadth of distribution and diversity of functional roles too great to be useful as a unifying and defining feature for a specific cortical territory In this study we placed tracer injections in the lateral divisions of MD in cynomolgus monkeys Macaca fascicularis to assess the relative proportions of connections devoted to diverse regions of the frontal cortex FC Three different patterns of label were observed in the cortex associated with different locations within lateral MD We have designated these as the ventrolateral MD-arcuate FC circuit having most label in areas  and  the caudoventral MD-dorsomedial FC circuit having most label in areas  and presupplementary motor area SMA and the anterodorsal MD-anterior FC circuit with the most label in areas    and  Only two of the nine cases injected in lateral MD were predominantly connected with the anterior FC Thus particular locales within lateral MD are connected with multiple functionally diverse cortical regions including several not classically recognized as prefrontal areas This divergence may distinguish MD-frontocortical and reciprocal corticothalamic pathways from the largely segregated pathways arising from the other thalamic nuclei that are interconnected with the frontal cortex such as those from the ventrolateral nuclear group J Comp Neurol     Wiley-Liss Inc"	"prefrontal cortex; supplementary eye fields; frontal eye fields; supplementary motor area; premotor cortex; FRONTAL EYE FIELD; PRECENTRAL MOTOR CORTEX; RHESUS-MONKEY; PREFRONTAL CORTEX; MACAQUE MONKEY; MACACA-FASCICULARIS; INTRACORTICAL MICROSTIMULATION; CORTICOTHALAMIC PROJECTIONS; AUTORADIOGRAPHIC ANALYSIS; SUPERIOR COLLICULUS"
33	"Y"	"Y"	"Y"	"Y"		"D"		"10.1016/0891-0618(95)00050-h"	7545406		"https://linkinghub.elsevier.com/retrieve/pii/089106189500050H"	"://linkinghub.elsevier.com/"	"Acetylcholinesterase histochemistry in the macaque thalamus reveals territories selectively connected to frontal; parietal and temporal association cortices"	"The patterns of histochemical staining for acetylcholinesterase AChE activity in the macaque thalamus were analyzed and compared with the distribution of cells and terminals labeled from injections of axonal tracers in the dorsolateral and orbital prefrontal cortex in area a of the posterior parietal cortex and in the polysensory cortex of the superior temporal sulcus AChE histochemistry is very useful in delineating the thalamic nuclei connected with the association cortex and in uncovering thalamic subdivisions that are barely evident on cytoarchitectonic grounds Moreover AChE activity reveals previously unrecognized heterogeneities within several thalamic nuclei like the ventral anterior VA where a new ventromedial subdivision VAvm is described the medial pulvinar PuIM or the mediodorsal nucleus MD In this nucleus three distinct chemical domains are present the medial ventral and lateral sectors characterized by low moderate and high AChE activities respectively The staining pattern of the lateral sector is markedly heterogeneous with patches of intense AChE activity surrounded by a moderately stained matrix The MD medial sector is connected with the orbitofrontal cortex whereas the AChE-rich patches in the lateral sector are selectively connected with the dorsolateral prefrontal parietal and temporal association cortices In the PulM a dorsomedial AChE-rich patch is selectively connected with the orbitofrontal cortex whereas the surrounding territory which shows moderate AChE activity is preferentially connected with the parietal and temporal cortices Chemically specific domains in the anterior ventral anterior midline and intralaminar thalamic nuclei are also connected with the examined association cortices These findings indicate that the topographic patterns of the thalamo-cortical connections of primate association areas conform to the chemical architecture of the thalamus This implies that because each cortical area is connected to a particular set of thalamic regions the influence of the thalamus on cortical function is exclusive for each area highly diverse among the various association areas and subject to a wide range of modulation at the thalamic level"	"Mediodorsal nucleus; Medial pulvinar nucleus; Anterior thalamic nuclei; Midline thalamic nuclei; Intralaminar thalamic nuclei; AChE; acetylcholinesterase; AD; anterodorsal nucleus; AM; anteromedial nucleus; AMdc; anteromedial nucleus; densocellular part; AV; anteroventral nucleus; Cdc; central nucleus; densocellular part; CeM; central medial nucleus; Cif; central nucleus; inferior part; Cim; central nucleus; intermediate part; CL; central lateral nucleus; Clc; central nucleus; latocellular part; CnMd; centromedian nucleus; Cs; central nucleus; superior part; Csl; central nucleus; superior lateral part; HRP; horseradish peroxidase; HRP-WGA; peroxidase labeled wheat germ agglutinin; LD; lateral dorsal nucleus; Li; nucleus limitans; LP; lateral posterior nucleus; MD; mediodorsal nucleus; MDI; mediodorsal nucleus; lateral sector; MDm; mediodorsal nucleus; medial sector; MDv; mediodorsal nucleus; ventral sector; Pcn; paracentral nucleus; Pf; parafascicular nucleus; Pt; paratenial nucleus; Pull; inferior pulvinar nucleus; PulM; medial pulvinar nucleus; PulL; lateral pulvinar nucleus; Pv; paraventricular nucleus; R; reticular nucleus; Re; nucleus reuniens; SG; suprageniculate nucleus; STP; superior temporal polysensory area; TMB; tetramethylbenzidine; VA; ventral anterior nucleus; VAmc; ventral anterior nucleus; magnocellular subdivision; VApc; ventral anterior nucleus; parvocellular subdivision; VAvm; ventral anterior nucleus; ventromedial subdivision; VLo; ventral lateral nucleus; oral subdivision;"
47	"Y"	"Y"	"Y"	"Y"		"D"		"10.1002/cne.903120403"	1761739		"https://onlinelibrary.wiley.com/doi/10.1002/cne.903120403"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.903120403"	"Prefrontal projections to the mediodorsal nucleus of the thalamus in the rhesus monkey"	"The corticothalamic projections to the prefrontal cortex have been shown to be topographically organized However the underlying basis for this topography as it relates to the organization of the different architectonically defined areas of the prefrontal cortex has not been systematically studied In the present investigation we have reassessed the thalamic projections from the different architectonic areas of the prefrontal cortex by using the technique of autoradiography in the rhesus monkey The results show that the prefrontomediodorsal projections are organized according to the architectonic differentiation of the prefrontal cortices Thus architectonically less differentiated medial and orbital prefrontal regions project to the medial sector of the mediodorsal nucleus the magnocellular subdivision In contrast highly differentiated prefrontal area  projects to the most lateral sector of the mediodorsal nucleus the multiformis subdivision Lateral prefrontal areas with intermediate architectonic features project to the central parvocellular sector of the mediodorsal nucleus Additionally these projections also reveal a dorsoventral topography Thus areas in the medial and dorsolateral cortices project to the dorsal part of the mediodorsal nucleus In contrast areas in orbital and ventrolateral cortices project to the ventral part of the mediodorsal nucleus The topographic organization of the corticothalamic connections described in this study corresponds to the progressive elaboration and differentiation of the architectonic features of the different prefrontal areas This successive and dichotomous organization of prefrontothalamic connections may provide the basis for the observed differential functions of the prefrontal cortex and the mediodorsal nucleus"	
1385	"Y"	"Y"	"Y"	"Y"		"D/A"		"10.1002/cne.903620204"	8576433		"https://onlinelibrary.wiley.com/doi/10.1002/cne.903620204"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.903620204"	"Patchy and laminar terminations of medial geniculate axons in monkey auditory cortex"	"The object of this study was to identify the terminal distributions of thalamocortical axons arising in chemically characterized subdivisions of the medial geriiculate complex Large injections of wheat germ agglutinin-conjugated horseradish peroxidase or small injections of Phaseolus vulgaris leucoagglutinin were made in the medial geniculate complex of Macaca fuscata The terminal distributions of labeled axons in the cortex were correlated with auditory cortical fields demonstrable by different intensities of immunoreactivity for parvalbumin Fibers from the ventral nucleus terminated mainly in layer IV and deep portion of layer III IIIB with additional terminations in layers I-IIIA and in layer VI In layers IIIB-IV a major terminal plexus was formed by a small number of dense patches  μm in diameter surrounded by smaller satellite patches The patches conformed to a similarly lobulated pattern of parvalbumin fiber immunoreactivity Terminations of some individually labeled thalamocortical fibers were restricted to a single patch whereas others innervated more than one patch by collateral branches Fibers from the dorsal nuclei ending in areas of less dense parvalbumin immunoreactivity surrounding the primary auditory cortex formed much larger terminal patches centered largely in layer IIIB Fibers from the magnocellular nucleus had relatively few terminal branches but innervated extremely wide areas by collaterals of single axons Two types of axons arose from the magnocellular nucleus one terminating preferentially in middle cortical layers and the other exclusively in layer I These may arise respectively from parvalbumin- and calbindin-immunoreactive cell populations in the magrnocellular nucleus  Wiley-Liss Inc"	"SINGLE AXONS; CORTICAL COLUMNS; HEARING; PARALLEL AUDITORY PATHWAYS; SOMATIC SENSORY CORTEX; RHESUS-MONKEY; SOMATOSENSORY CORTEX; THALAMOCORTICAL AFFERENTS; FREQUENCY REPRESENTATION; HORSERADISH-PEROXIDASE; CORTICAL CONNECTIONS; MACAQUE MONKEYS; MOTOR CORTEX; CAT THALAMUS"
90	"Y"	"Y"	"Y"	"Y"		"D"		"10.1002/(sici)1096-9861(19990621)409:1<131::aid-cne10>3.0.co;2-a"	10363716		"https://onlinelibrary.wiley.com/doi/10.1002/(SICI)1096-9861(19990621)409:1%3C131::AID-CNE10%3E3.0.CO;2-A"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/%28SICI%291096-9861%2819990621%29409%3A1%3C131%3A%3AAID-CNE10%3E3.0.CO%3B2-A"	"Origin of thalamic inputs to the primary; premotor; and supplementary motor cortical areas and to area 46 in macaque monkeys: A multiple retrograde tracing study"	"The origin of thalamic inputs to distinct motor cortical areas was established in five monkeys to determine whether the motor areas receive inputs from a common thalamic nucleus and the extent to which the territories of origin overlap To not rely on the rough definition of cytoarchitectonic boundaries in the thalamus monkeys were subjected to multiple injections of tracers four to seven in the primary M premotor PM and supplementary SMA motor cortical areas and in area  The cortical areas were distributed into five groups each receiving inputs from a specific set of thalamic nuclei  M  SMA-proper and the caudal part of the dorsal PM PMdc  the rostral and caudal parts of the ventral PM PMvr and PMvc  the rostral part of the dorsal PM PMdr and  the superior and inferior parts of area  area sup and area inf A major degree of overlap was obtained for the origins of the thalamocortical projections directed to areas inf and sup and for those terminating in SMA-proper and PMdc PMvc and PMvr received inputs from adjacent andor common thalamic regions In contrast the degree of overlap between M and SMA was smaller The projection to M shared relatively limited zones of origin with the projections directed to PM Thalamic inputs to the motor cortical areas M SMA PMd and PMv in general were segregated from those directed to area  except in the mediodorsal nucleus in which there was clear overlap of the territories sending projections to area  SMA-proper and PMdc J Comp Neurol     Wiley-Liss Inc"	
1307	"Y"	"Y"	"Y"	"Y"		"D"		"10.1002/cne.20730"	16228989		"https://onlinelibrary.wiley.com/doi/10.1002/cne.20730"	"https://onlinelibrary.wiley.com/doi/epdf/10.1002/cne.20730"	"Input–output organization of jaw movement-related areas in monkey frontal cortex"	"The brain mechanisms underlying mastication are not fully understood To address this issue we analyzed the distribution patterns of corticostriatal and corticobrainstem axon terminals and the origin of thalamocortical and intracortical fibers by injecting anterograderetrograde tracers into physiologically and morphologically defined jaw movement-related cortical areas Four areas were identified in the macaque monkey the primary and supplementary orofacial motor areas MIoro and SMAoro and the principal and deep parts of the cortical masticatory area CMaAp and CMaAd where intracortical microstimulation produced single twitch-like or rhythmic jaw movements respectively Tracer injections into these areas labeled terminals in the ipsilateral putamen in a topographic fashion MIoro vs SMAoro and CMaAp vs CMaAd in the lateral reticular formation and trigeminal sensory nuclei contralaterally MIoro and CMaAp or bilaterally SMAoro in a complex manner of segregation vs overlap and in the medial parabranchial and Kölliker-Fuse nuclei contralaterally CMaAd The MIoro and CMaAp received thalamic projections from the ventrolateral and ventroposterolateral nuclei the SMAoro from the ventroanterior and ventrolateral nuclei and the CMaAd from the ventroposteromedial nucleus The MIoro SMAoro CMaAp and CMaAd received intracortical projections from the ventral premotor cortex and primary somatosensory cortex the ventral premotor cortex and rostral cingulate motor area the ventral premotor cortex and area b and various sensory areas In addition the MIoro and CMaAp received projections from the three other jaw movement-related areas Our results suggest that the four jaw movement-related cortical areas may play important roles in the formation of distinctive masticatory patterns J Comp Neurol     Wiley-Liss Inc"	"mastication; basal ganglia; striatum; lateral tegmental field; trigeminal premotor neuron; thalamus; SUPPLEMENTARY MOTOR AREA; NIGRA PARS RETICULATA; OLD-WORLD MONKEY; LOWER BRAIN-STEM; ADJACENT CINGULATE CORTEX; CORTICAL MASTICATORY AREA; MEDIAL PREFRONTAL CORTEX; MUSCLE-SPINDLE AFFERENTS; VENTRAL PREMOTOR CORTEX; MACAQUE MONKEY"
