SOURCE,EXTERNAL_ID,PMCID,DOI,AUTHORS,PUBLICATION_YEAR,PUBLICATION_MONTH,TITLE,JOURNAL,VOLUME,ISSUE,PAGE_INFO,PUBLISHER,TIMES_CITED,GRANTS,OPEN_ACCESS,LICENSE,FIRST_PUB_DATE (dd/mm/yyyy),EMBARGO_DATE (dd/mm/yyyy),IN_EPMC,EPMC_AUTH_MAN
MED,35204005,PMC8870550,10.3390/brainsci12020242,"Leisman, Gerry; Sheldon, Dana",2022,2,Tics and Emotions.,"Brain Sci",12,"2","242",,2,"",Y,cc by,2022-02-10,,Y,N
MED,37377946,PMC10291062,10.3389/fninf.2023.1170337,"Kaiser, Marcus",2023,,Connectomes: from a sparsity of networks to large-scale databases.,"Front Neuroinform",17,"","1170337",,0,"",Y,cc by,2023-06-12,,Y,N
MED,34013540,PMC8556184,10.1002/cne.25193,"Eradath, Manoj K; Pinsk, Mark A; Kastner, Sabine",2021,12,A causal role for the pulvinar in coordinating task-independent cortico-cortical interactions.,"J Comp Neurol",529,"17","3772-3784",,3,"""NEI NIH HHS"":""2R01EY017699"",""NIMH NIH HHS"":""2R01MH064043"",""National Institute of Mental Health"":""2R01MH064043"",""NIMH NIH HHS"":""P50MH109429"",""National Institute of Mental Health"":""P50MH109429"",""NIMH NIH HHS"":""R01 MH064043"",""National Eye Institute"":""2R01EY017699"",""NIMH NIH HHS"":""P50 MH109429"",""NEI NIH HHS"":""R01 EY017699""",N,,2021-05-30,2022-12-01,Y,N
MED,33934235,PMC8203542,10.1007/s00429-021-02284-x,"Brinkmann, Pia; Kotz, Sonja A; Smit, Jasper V; Janssen, Marcus L F; Schwartze, Michael",2021,7,Auditory thalamus dysfunction and pathophysiology in tinnitus: a predictive network hypothesis.,"Brain Struct Funct",226,"6","1659-1676",,1,"""Studienstiftung des Deutschen Volkes"":""Doctorate Scholarship""",Y,cc by,2021-05-02,,Y,N
MED,37397881,PMC10312257,10.1162/netn_a_00304,"Shamir, Ittai; Assaf, Yaniv",2023,,Expanding connectomics to the laminar level: A perspective.,"Netw Neurosci",7,"2","377-388",,0,"",Y,cc by,2023-06-30,,Y,N
MED,37227517,PMC10250418,10.1007/s00429-023-02656-5,"Mars, Rogier B; Palomero-Gallagher, Nicola",2023,6,"Towards multi-modal, multi-species brain atlases: part one.","Brain Struct Funct",228,"5","1041-1044",,0,"""Wellcome Trust"":""201319/Z/16/Z"",""Forschungszentrum Jülich GmbH"":""ID_NOT_SUPPLIED"",""Biotechnology and Biological Sciences Research Council"":""BB/X013227/1""",Y,cc by,2023-06-01,,Y,N
MED,33904411,PMC8079153,10.7554/elife.60824,"Bastos, André M; Donoghue, Jacob A; Brincat, Scott L; Mahnke, Meredith; Yanar, Jorge; Correa, Josefina; Waite, Ayan S; Lundqvist, Mikael; Roy, Jefferson; Brown, Emery N; Miller, Earl K",2021,4,Neural effects of propofol-induced unconsciousness and its reversal using thalamic stimulation.,"Elife",10,"","e60824",,28,"""NIMH NIH HHS"":""R01 MH115592"",""The JPB Foundation"":""ID_NOT_SUPPLIED"",""National Institute of General Medical Sciences"":""P01GM118269"",""NIMH NIH HHS"":""K99 MH116100"",""NIGMS NIH HHS"":""P01 GM118269"",""National Institute of Mental Health"":""R01MH11559""",Y,cc by,2021-04-27,,Y,N
MED,36057839,,10.1093/cercor/bhac328,"Neef, Nicole E; Angstadt, Mike; Koenraads, Simone P C; Chang, Soo-Eun",2023,3,Dissecting structural connectivity of the left and right inferior frontal cortex in children who stutter.,"Cereb Cortex",33,"7","4085-4100",,1,"""NIDCD NIH HHS"":""R01 DC011277"",""National Institute on Deafness and Other Communication Disorders"":""R01DC011277""",N,,2023-03-01,2023-09-04,N,N
MED,36834621,PMC9965431,10.3390/ijms24043207,"Wang, Yu; Wang, Ting; Montero-Pedrazuela, Ana; Guadaño-Ferraz, Ana; Rausell, Estrella",2023,2,Thyroid Hormone Transporters MCT8 and OATP1C1 Are Expressed in Pyramidal Neurons and Interneurons in the Adult Motor Cortex of Human and Macaque Brain.,"Int J Mol Sci",24,"4","3207",,2,"",Y,cc by,2023-02-06,,Y,N
PPR,PPR642797,,10.1101/2023.04.08.536134,"Das, Aritra; Nandi, Nilanjana; Ray, Supratim",2023,,Alpha and SSVEP power outperform Gamma power in capturing Attentional Modulation in Human EEG,"",,"","",bioRxiv,0,"""DBT/Wellcome Trust India Alliance"":""IA/S/18/2/504003""",Y,cc by-nc-nd,2023-04-09,,Y,Y
MED,35484133,PMC9050665,10.1038/s41467-022-29433-y,"Najafian, Sohrab; Najafian, Sohrab; Koch, Erin; Teh, Kai Lun; Jin, Jianzhong; Rahimi-Nasrabadi, Hamed; Zaidi, Qasim; Kremkow, Jens; Alonso, Jose-Manuel",2022,4,A theory of cortical map formation in the visual brain.,"Nat Commun",13,"1","2303",,4,"""U.S. Department of Health &amp; Human Services | NIH | National Eye Institute"":""EY027361"",""NEI NIH HHS"":""R01 EY005253"",""U.S. Department of Health &amp; Human Services | NIH | National Eye Institute"":""ID_NOT_SUPPLIED"",""U.S. Department of Health &amp; Human Services | NIH | National Eye Institute"":""EY05253"",""NEI NIH HHS"":""R01 EY027361""",Y,cc by,2022-04-28,,Y,N
MED,33476341,PMC7853500,10.1371/journal.pcbi.1008414,"Sumner, Rachael L; Spriggs, Meg J; Shaw, Alexander D",2021,1,Modelling thalamocortical circuitry shows that visually induced LTP changes laminar connectivity in human visual cortex.,"PLoS Comput Biol",17,"1","e1008414",,0,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""104943/Z/14/Z""",Y,cc by,2021-01-21,,Y,N
MED,36288129,PMC9609818,10.3390/vetsci9100516,"Zhang, Xiaodong",2022,9,Effects of Anesthesia on Cerebral Blood Flow and Functional Connectivity of Nonhuman Primates.,"Vet Sci",9,"10","516",,0,"""NIH HHS"":""P51 OD011132""",Y,cc by,2022-09-22,,Y,N
MED,33789082,PMC8111422,10.1016/j.neuron.2021.03.009,"Kao, Ta-Chu; Sadabadi, Mahdieh S; Hennequin, Guillaume",2021,5,Optimal anticipatory control as a theory of motor preparation: A thalamo-cortical circuit model.,"Neuron",109,"9","1567-1581.e12",,15,"""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""202111/Z/16/Z""",Y,cc by,2021-03-30,,Y,N
MED,33834704,,10.31083/j.jin.2021.01.334,"Passarelli, Lauretta; Gamberini, Michela; Fattori, Patrizia",2021,3,The superior parietal lobule of primates: a sensory-motor hub for interaction with the environment.,"J Integr Neurosci",20,"1","157-171",,4,"""European Commission"":""H2020-MSCA-734227-PLATYPUS"",""Ministero dell'Università e della Ricerca"":""2017KZNZLN"",""European Commission"":""H2020-EIC-FETPROACT-2019-951910-MAIA"",""European Commission"":""952026"",""Fondazione Cassa di Risparmio di Bologna (Bando Internazionalizzazione)"":""ID_NOT_SUPPLIED""",N,,2021-03-01,,N,N
MED,36922925,PMC10008888,10.3389/fnins.2023.1138602,"Khodaei, Fereshteh; Sadati, SH; Doost, Mahyar; Lashgari, Reza",2023,,LFP polarity changes across cortical and eccentricity in primary visual cortex.,"Front Neurosci",17,"","1138602",,0,"",Y,cc by,2023-02-27,,Y,N
MED,35551186,PMC9098492,10.1038/s41467-022-30348-x,"Carriot, Jerome; McAllister, Graham; Hooshangnejad, Hamed; Mackrous, Isabelle; Cullen, Kathleen E; Chacron, Maurice J",2022,5,Sensory adaptation mediates efficient and unambiguous encoding of natural stimuli by vestibular thalamocortical pathways.,"Nat Commun",13,"1","2612",,3,"""CIHR"":""162285"",""Gouvernement du Canada | Canadian Institutes of Health Research"":""162285"",""U.S. Department of Health &amp; Human Services | National Institutes of Health"":""R01-DC002390R0"",""U.S. Department of Health &amp; Human Services | National Institutes of Health"":""R01-DC018061"",""NIDCD NIH HHS"":""R01 DC002390"",""U.S. Department of Health &amp; Human Services | National Institutes of Health"":""ID_NOT_SUPPLIED"",""NIDCD NIH HHS"":""R01 DC018061""",Y,cc by,2022-05-12,,Y,N
MED,36813296,,10.1093/cercor/bhad036,"Stepniewska, Iwona; Kahler-Quesada, Sofia; Kaas, Jon H; Friedman, Robert M",2023,5,Functional imaging and anatomical connections in squirrel monkeys reveal parietal-frontal circuits underlying eye movements.,"Cereb Cortex",33,"11","7258-7275",,0,"""National Institutes of Health"":""EY02686"",""National Institutes of Health"":""NS093998"",""NINDS NIH HHS"":""R01 NS093998"",""NEI NIH HHS"":""R43 EY026860""",N,,2023-05-01,,N,N
MED,36917864,,10.1016/j.neurobiolaging.2023.02.002,"Dash, Steven; Park, Byung; Kroenke, Christopher D; Rooney, William D; Urbanski, Henryk F; Kohama, Steven G",2023,6,Brain volumetrics across the lifespan of the rhesus macaque.,"Neurobiol Aging",126,"","34-43",,0,"""National Institutes of Health"":""ID_NOT_SUPPLIED"",""NIH Office of the Director"":""OD011092"",""NIH HHS"":""P51 OD011092"",""NCRR NIH HHS"":""P51 RR000163"",""National Institute on Aging"":""AG055378"",""National Institute on Aging"":""AG062220"",""National Institute on Aging"":""AG019100""",N,,2023-02-11,2024-06-01,N,N
MED,35450154,PMC9016146,10.3389/fmedt.2022.856412,"Sasi, Swapna; Sen Bhattacharya, Basabdatta",2022,,<i>In silico</i> Effects of Synaptic Connections in the Visual Thalamocortical Pathway.,"Front Med Technol",4,"","856412",,0,"",Y,cc by,2022-04-05,,Y,N
MED,34216654,PMC8393355,10.1016/j.neubiorev.2021.06.042,"Phillips, Jessica M; Kambi, Niranjan A; Redinbaugh, Michelle J; Mohanta, Sounak; Saalmann, Yuri B",2021,9,Disentangling the influences of multiple thalamic nuclei on prefrontal cortex and cognitive control.,"Neurosci Biobehav Rev",128,"","487-510",,7,"""NIMH NIH HHS"":""R01 MH110311"",""NSF"":""ID_NOT_SUPPLIED"",""NIH HHS"":""P51 OD011106"",""Whitehall Foundation"":""ID_NOT_SUPPLIED"",""National Institutes of Health"":""ID_NOT_SUPPLIED"",""Brain and Behavior Research Foundation"":""ID_NOT_SUPPLIED""",N,,2021-06-30,2022-09-01,Y,N
MED,35173586,PMC8841555,10.3389/fncir.2021.815554,"Montgomery, Daniel P; Hayden, Dustin J; Chaloner, Francesca A; Cooke, Samuel F; Bear, Mark F",2021,,Stimulus-Selective Response Plasticity in Primary Visual Cortex: Progress and Puzzles.,"Front Neural Circuits",15,"","815554",,6,"""Medical Research Council"":""MR/N026063/1"",""Wellcome Trust"":""207727/Z/17/Z"",""Biotechnology and Biological Sciences Research Council"":""BB/S008276/1"",""NEI NIH HHS"":""R01 EY023037"",""Biotechnology and Biological Sciences Research Council"":""ID_NOT_SUPPLIED"",""Wellcome Trust"":""ID_NOT_SUPPLIED"",""Office of Extramural Research, National Institutes of Health"":""ID_NOT_SUPPLIED""",Y,cc by,2022-01-31,,Y,N
MED,35250454,PMC8888535,10.3389/fnins.2022.812837,"Francis, Joseph Thachil; Rozenboym, Anna; von Kraus, Lee; Xu, Shaohua; Chhatbar, Pratik; Semework, Mulugeta; Hawley, Emerson; Chapin, John",2022,,Similarities Between Somatosensory Cortical Responses Induced <i>via</i> Natural Touch and Microstimulation in the Ventral Posterior Lateral Thalamus in Macaques.,"Front Neurosci",16,"","812837",,0,"",Y,cc by,2022-02-16,,Y,N
MED,37098996,,10.1002/cne.25490,"Gambardella, Julia C; Schoephoerster, Wyatt; Bondarenko, Viktoriya; Yandell, Brian S; Emborg, Marina E",2023,8,Expression of tau and phosphorylated tau in the brain of normal and hemiparkinsonian rhesus macaques.,"J Comp Neurol",531,"11","1198-1216",,0,"""National Institutes of Health"":""RR020141"",""National Institutes of Health"":""RR15459"",""NIH HHS"":""TL1 TR002375"",""NIH HHS"":""P51 OD011106"",""NIH HHS"":""T32 GM081061"",""Rainwater Charitable Foundation"":""ID_NOT_SUPPLIED"",""NIA NIH HHS"":""P30 AG062715"",""NIH HHS"":""R61NS115102"",""NIH HHS"":""RR020141"",""NIGMS NIH HHS"":""T32 GM081061"",""National Institutes of Health"":""TL1 TR002375"",""NINDS NIH HHS"":""R33 NS115102"",""National Institutes of Health"":""R61NS115102"",""NIH HHS"":""RR15459"",""NCRR NIH HHS"":""C06 RR015459"",""NCRR NIH HHS"":""C06 RR020141"",""NIH HHS"":""P30-AG062715"",""National Institutes of Health"":""P30‐AG062715"",""National Institutes of Health"":""T32 GM081061"",""NIH HHS"":""P51OD011106"",""National Institutes of Health"":""P51OD011106"",""NINDS NIH HHS"":""R61 NS115102""",N,cc by-nc,2023-04-26,2024-08-01,N,N
MED,37076628,PMC10172144,10.1038/s41586-023-05964-2,"Gordon, Evan M; Chauvin, Roselyne J; Van, Andrew N; Rajesh, Aishwarya; Nielsen, Ashley; Newbold, Dillan J; Lynch, Charles J; Seider, Nicole A; Krimmel, Samuel R; Scheidter, Kristen M; Monk, Julia; Miller, Ryland L; Metoki, Athanasia; Montez, David F; Zheng, Annie; Elbau, Immanuel; Madison, Thomas; Nishino, Tomoyuki; Myers, Michael J; Kaplan, Sydney; Badke D'Andrea, Carolina; Demeter, Damion V; Feigelis, Matthew; Ramirez, Julian S B; Xu, Ting; Barch, Deanna M; Smyser, Christopher D; Rogers, Cynthia E; Zimmermann, Jan; Botteron, Kelly N; Pruett, John R; Willie, Jon T; Brunner, Peter; Shimony, Joshua S; Kay, Benjamin P; Marek, Scott; Norris, Scott A; Gratton, Caterina; Sylvester, Chad M; Power, Jonathan D; Liston, Conor; Greene, Deanna J; Roland, Jarod L; Petersen, Steven E; Raichle, Marcus E; Laumann, Timothy O; Fair, Damien A; Dosenbach, Nico U F",2023,5,A somato-cognitive action network alternates with effector regions in motor cortex.,"Nature",617,"7960","351-359",,3,"""NINDS NIH HHS"":""K12 NS098482"",""NIBIB NIH HHS"":""R01 EB031765"",""NIMH NIH HHS"":""R01 MH115357"",""NIMH NIH HHS"":""K99 MH121518"",""NIMH NIH HHS"":""R01 MH113883"",""NIMH NIH HHS"":""R01 MH118362"",""NIMH NIH HHS"":""R01 MH118370"",""NIMH NIH HHS"":""R44 MH121276"",""NINDS NIH HHS"":""R44 NS129521"",""NIMH NIH HHS"":""RF1 MH128696"",""NIDA NIH HHS"":""P30 DA048742"",""NIBIB NIH HHS"":""P41 EB018783"",""NIDA NIH HHS"":""R01 DA047851"",""NIMH NIH HHS"":""R01 MH096773"",""NINDS NIH HHS"":""K23 NS088590"",""NICHD NIH HHS"":""P50 HD103525"",""NIMH NIH HHS"":""R00 MH121518"",""NICHD NIH HHS"":""R01 HD088125"",""NIMH NIH HHS"":""R01 MH122389"",""NIMH NIH HHS"":""S10 MH124728"",""NICHD NIH HHS"":""R01 HD055741"",""NIBIB NIH HHS"":""R56 EB031765"",""NIMH NIH HHS"":""R56 MH114976"",""NIMH NIH HHS"":""R01 MH128177"",""NIMH NIH HHS"":""R44 MH122066"",""NIDA NIH HHS"":""U01 DA041120"",""NIDA NIH HHS"":""U01 DA041148"",""NINDS NIH HHS"":""F31 NS110332"",""NIMH NIH HHS"":""F32 MH120989"",""NIMH NIH HHS"":""K99 MH129616"",""NIMH NIH HHS"":""R01 MH118388"",""NIMH NIH HHS"":""R01 MH120194"",""NIMH NIH HHS"":""R01 MH129426"",""NINDS NIH HHS"":""K23 NS123345"",""NIMH NIH HHS"":""R01 MH116961"",""NIMH NIH HHS"":""R01 MH121462"",""NIMH NIH HHS"":""R01 MH129493"",""NINDS NIH HHS"":""R01 NS124789"",""NIMH NIH HHS"":""R44 MH124567"",""NIMH NIH HHS"":""T32 MH100019""",Y,cc by,2023-04-19,,Y,N
MED,36330342,PMC9622781,10.3389/fnins.2022.1010211,"Lohse, Michael; Zimmer-Harwood, Paul; Dahmen, Johannes C; King, Andrew J",2022,,Integration of somatosensory and motor-related information in the auditory system.,"Front Neurosci",16,"","1010211",,0,"""Wellcome Trust"":""108369/Z/15/Z"",""Wellcome Trust"":""WT108369/Z/2015/Z"",""Wellcome Trust"":""WT224121/Z/21/Z""",Y,cc by,2022-10-18,,Y,N
MED,36018837,PMC9436336,10.1073/pnas.2205881119,"Scherer, Maximilian; Steiner, Leon A; Kalia, Suneil K; Hodaie, Mojgan; Kühn, Andrea A; Lozano, Andres M; Hutchison, William D; Milosevic, Luka",2022,8,Single-neuron bursts encode pathological oscillations in subcortical nuclei of patients with Parkinson's disease and essential tremor.,"Proc Natl Acad Sci U S A",119,"35","e2205881119",,2,"""Deutsche Forschungsgemeinschaft"":""Project-ID 424778381 TRR 295"",""Gouvernement du Canada | Natural Sciences and Engineering Research Council of Canada"":""RGPIN-2022-05181""",Y,cc by-nc-nd,2022-08-26,2023-02-26,Y,N
MED,32942125,PMC7770054,10.1016/j.conb.2020.08.002,"Kastner, Sabine; Fiebelkorn, Ian C; Eradath, Manoj K",2020,12,Dynamic pulvino-cortical interactions in the primate attention network.,"Curr Opin Neurobiol",65,"","10-19",,6,"""NIMH NIH HHS"":""R01 MH064043"",""NIMH NIH HHS"":""P50 MH109429"",""NEI NIH HHS"":""R01 EY017699"",""National Institutes of Health"":""ID_NOT_SUPPLIED""",N,,2020-09-14,2021-12-01,Y,N
MED,33486625,PMC8099808,10.1007/s00702-021-02299-y,"Brüggemann, Norbert",2021,4,Contemporary functional neuroanatomy and pathophysiology of dystonia.,"J Neural Transm (Vienna)",128,"4","499-508",,9,"""Projekt DEAL"":""ID_NOT_SUPPLIED"",""Deutsche Forschungsgemeinschaft"":""FOR2488""",Y,cc by,2021-01-24,,Y,N
MED,36976393,,10.1007/s11064-023-03909-9,"Li, Hui; Dan, Qi-Qin; Chen, Yan-Jun; Chen, Li; Zhang, Hong-Tian; Mu, De-Zhi; Wang, Ting-Hua",2023,8,"Cellular Localization and Distribution of TGF-β1, GDNF and PDGF-BB in the Adult Primate Central Nervous System.","Neurochem Res",48,"8","2406-2423",,0,"""National Natural Science Foundation of China"":""No.81070991""",N,,2023-03-28,,N,N
